,word,count
1919,"дом
высоко",1
1920,"воздухе
на",1
1921,шестом,1
1922,"этаже

где",1
1923,"греют
твои",1
1924,карие,1
1925,"глаза

где",1
1926,статные,1
1927,"сыновья
уже",1
1928,переросли,1
1929,"нас

и",1
1930,горбатая,1
1931,"злоба
все",1
1932,копошится,1
1933,конце,5
1934,"коридора


		",1
1935,"

лето
обрушивает",1
1936,"нас
водопады
живительного
зеленого",1
1937,"света
лечит",1
1938,"раны
огромными
как",1
1939,"блюдца
листьями",1
1940,"подорожника



		",1
1941,"

очиститься",1
1942,"бы
помолодеть",1
1943,"душой
в",1
1944,розовой,1
1945,пене,1
1946,цветущих,2
1947,"яблонь



памятник

уютная
какаято",1
1948,"домашняя
зелень
бронзы",1
1949,"пушкина
давно",1
1950,"уже
весело",1
1951,"слилась
с",1
1952,лепетом,1
1953,"листвы
бульваров
и",1
1954,"рощ

		",1
1955,"

неизъяснимую",1
1956,"прелесть
находишь
и",1
1957,серой,1
1958,"пелене
дождя

приглушенное",1
1959,мерцание,1
1960,"жемчуг
средней",1
1961,"полосы



		",1
1962,"

мечта",1
1963,"
чтобы",1
1964,"пушкин
читал",1
1965,"стихи
чтобы",1
1966,"возле
какойнибудь",1
1967,"строчки
остался",1
1968,летучий,1
1969,"след
его",1
1970,острого,1
1971,"ногтя



		",1
1972,"

отчаянный",1
1973,"трепет
листьев",1
1974,осины,1
1975,"
эолова",1
1976,"арфа
наших",1
1977,"лесов

а",1
1978,"люди
не",1
1979,слышат,1
1980,"ее



		",1
1981,"

оранжевый",1
1982,"лучик
нечаянно",1
1983,"запутался
в",1
1984,"ресницах



три",1
1985,"воспоминания

1

перед",1
1986,"отъездом
отец",1
1987,"утопил
в",1
1988,"мешке
нашу",1
1989,кошку,1
1990,"мурку

он",1
1991,чувствовал,1
1992,"себя
в",1
1993,ответе,1
1994,"нее
и",1
1995,"хотел
чтобы",1
1996,"кошка
гдето",1
1997,"мыкалась
голодная

когда",1
1998,"вернулся
руки",1
1999,"его
дрожали

2

мама",1
2000,учила,1
2001,"меня
когда",1
2002,"маленьким
после",1
2003,"купания
сперва",1
2004,надевай,1
2005,теплую,1
2006,"майку
и",1
2007,потом,3
2008,"трусы
тогда",1
2009,"простудишься

мама",1
2010,"земле
а",1
2011,продолжает,1
2012,"заботиться
обо",1
2013,"мне

3

мама",1
2014,"принесла
из",1
2015,"сада
цветы
и",1
2016,"поставила
мне
на",1
2017,"стол

я",1
2018,"почувствовал
себя
еще",1
2019,"ранимее
и",1
2020,"попросил
унести



		",1
2021,"

глядя
на",1
2022,"поздние
обезьяньи",1
2023,"выверты
именитых",1
2024,"поэтов
молю",1
2025,"бога
чтобы",1
2026,"он
даровал",1
2027,"мне
достойную",1
2028,"старость



		",1
2029,"

вспоминаю",1
2030,"эстонию
свет",1
2031,синих,1
2032,"глаз
причиняет",1
2033,"боль



		",1
2034,"

так",1
2035,легко,4
2036,"бы
рвать",1
2037,паутину,1
2038,опутавшую,1
2039,"нас
как",1
2040,ту,2
2041,лесной,1
2042,"тропинке…



		",1
2043,"

аллея",1
2044,золотистых,2
2045,"берез
вся",1
2046,светится,1
2047,солнце,9
2048,спряталось,1
2049,"ней



		",1
2050,"

утром",1
2051,"заморозков
на",1
2052,цветке,2
2053,"шиповника
заблестела",1
2054,"слеза



		",1
2055,"

есть",1
2056,искусство,5
2057,"
лукавый",1
2058,"растворитель
душ

ему",1
2059,"настежь
все",1
2060,"двери


		",1
2061,"

ты",4
2062,"мечтал
стать",1
2063,"пророком
забыл
что",1
2064,"побивают
каменьями



		",1
2065,"

сколько",1
2066,"часов
или",1
2067,"веков
уже",1
2068,"стоит
в",1
2069,подземном,1
2070,"переходе
эта",1
2071,"старушка
с",1
2072,протянутой,1
2073,"рукой
оцепенев
живым",1
2074,"изваянием
горя



время

воздух
все",1
2075,"густеет
и",2
2076,"свинец



	",1
2077,"погасить
хотя",1
2078,"один
крутой",1
2079,"вал
зла

хрупкое",1
2080,сердце,3
2081,"
волнолом
		",1
2082,старом,4
2083,"доме
сижу",1
2084,"столом

хочу",1
2085,"получить
грамм
чистого",1
2086,"будущего



		",1
2087,"

золотые",1
2088,"купола
и",1
2089,"кресты
зажглись
на",1
2090,утреннем,1
2091,"солнце
ослепляя",1
2092,"сиянием

это",1
2093,"лишь
далекий",1
2094,"отблеск
божественного",1
2095,"сияния
на",1
2096,"горе
что",1
2097,"открылось
избранникам
царства",1
2098,"небесного
просияло",1
2099,"его
как",1
2100,"солнце
одежды",1
2101,"его
сделались",1
2102,"белыми
как",1
2103,"свет”


		",1
2104,"

пречистая
божья",2
2105,"матерь
излей",2
2106,"твой
небесный",2
2107,"елей
на",2
2108,гнойные,2
2109,"раны
россии



		",1
2110,"много
на",1
2111,великой,1
2112,"руси
шевелится",1
2113,"губ
в",1
2114,"отчаянии

когда
их",1
2115,"услышит
бог



		",1
2116,"

благодарю",1
2117,"тебя
боже
за",1
2118,"день

за",1
2119,"сад
весь",1
2120,залитый,2
2121,"солнцем

















переводы



























из",1
2122,эстонского,4
2123,"верлибра

6070х",1
2124,"годов
















паульэрик",1
2125,"руммо


		",1
2126,"

посмотри",1
2127,ликующего,2
2128,жаворонка,2
2129,"
он",1
2130,напоминает,2
2131,нотный,1
2132,"знак
на",1
2133,линиях,1
2134,"лучей

как",1
2135,"держится
крылья",1
2136,"неподвижны

может",1
2137,"быть
песней",1
2138,"своей



вполголоса

я",1
2139,"мимолетна
говорила",1
2140,девочка,5
2141,"морю
ой",1
2142,"делать
ты",2
2143,"вечное

я",1
2144,прозрачна,1
2145,"ты
говорила",2
2146,"окну
ой",1
2147,"делать
видны",1
2148,"мои

я",1
2149,открываюсь,1
2150,"двери
ой",1
2151,"делать
солнце",1
2152,"пороге


я",1
2153,"маленькая
говорила",1
2154,"солнцу
ой",1
2155,"преогромное

я",1
2156,"глупая
говорила",1
2157,"старцу
ой",1
2158,"делать
какие",1
2159,"умные







из",1
2160,цикла,6
2161,«музыка,1
2162,кафе,3
2163,маленького,3
2164,"городка»


		",1
2165,"

у",2
2166,"собаки
пусть",1
2167,поднимет,1
2168,"руку
возле",1
2169,остановится,1
2170,виляя,1
2171,"хвостом
такси

по",1
2172,тополиной,1
2173,"аллее
держась",1
2174,"поводок
они",1
2175,"вдаль
длинная",1
2176,"высокий

дорога",1
2177,телеграфный,1
2178,"столб




















",1
2179,"

		ars",1
2180,"solaris

солнце",1
2181,опрокинулось,1
2182,"виноград
виноград",1
2183,опрокинулся,1
2184,"бочки
бочки",1
2185,опрокинулись,2
2186,"бурдюки
					бурдюки",1
2187,луженные,1
2188,"глотки


солнце",1
2189,стало,3
2190,вином,1
2191,"виноживописцами
	одна",1
2192,неожиданность,1
2193,другой,4
2194,"
живописцы",1
2195,стали,4
2196,смешивали,1
2197,самих,1
2198,"себя
	еще",1
2199,похлестче,1
2200,"
палитры",1
2201,кистями,1
2202,кисти,1
2203,"палитрами
пошли",1
2204,каруселью,1
2205,"холсты
и",1
2206,превратился,1
2207,"холсты
не",1
2208,забудьте,1
2209,вначале,2
2210,"солнце


сегодня",1
2211,чудеснейшей,1
2212,"перегонки
брызжет",1
2213,"фонтаном
в",1
2214,серое,1
2215,"вещество
трехмиллиардного",1
2216,"человечества

чокнулись",1
2217,рембрант,1
2218,твой,1
2219,"шедевр
где",1
2220,само,2
2221,"наполняет
твой",1
2222,хрустальный,1
2223,"бокал

p",1
2224,s,1
2225,привет,1
2226,"саскии










		",1
2227,	из,1
2228,“музыка,2
2229,"городка”


		",2
2230,чем,19
2231,"батискаф
окунувшийся",1
2232,невиданные,1
2233,"глубины
с",1
2234,длинным,1
2235,шлангом,1
2236,"дыма

прямо",1
2237,стогны,1
2238,древнего,1
2239,"города

атлантида",1
2240,диоскурия,1
2241,замки,1
2242,захлебнулись,1
2243,"волнах
колокола",1
2244,умолкли,1
2245,"эхо
чутко",1
2246,помнит,1
2247,звоне,1
2248,ему,13
2249,"ветренному
нет",1
2250,"веры

крыши",1
2251,обросли,1
2252,"кораллами

",1
2253,рыбы,1
2254,прогуливаются,1
2255,вдоль,1
2256,тротуаров,1
2257,"переговариваясь
									оживленно

",1
2258,морские,1
2259,коньки,1
2260,скачут,1
2261,"топота

",1
2262,уединившись,1
2263,больная,1
2264,одинокая,3
2265,"раковина
",1
2266,вынашивает,1
2267,"жемчужину

",1
2268,невероятное,1
2269,обилие,1
2270,"солнц
",2
2271,свете,1
2272,миллиона,1
2273,иглокожих,1
2274,течет,1
2275,подводная,1
2276,"жизнь

",1
2277,дым,1
2278,пуповина,1
2279,петля,1
2280,"шее
",1
2281,длинная,2
2282,вьющаяся,1
2283,"иногда
",1
2284,призывно,1
2285,"тугая







из",1
2286,знаешь,3
2287,милая,2
2288,"задумали
ростки",1
2289,картофеля,3
2290,нашем,1
2291,"подвале
боюсь",1
2292,скоро,1
2293,бледные,1
2294,"пики
пробьют",1
2295,этажи,1
2296,щепки,1
2297,"мебель
разрежут",1
2298,провода,1
2299,сетки,1
2300,ходим,3
2301,"базар
свободу",1
2302,овощам,1
2303,потревожат,1
2304,"сны
пыльных",1
2305,игрушек,1
2306,нашего,5
2307,"детства
и",1
2308,черепичной,1
2309,"крыше
разбушуются",1
2310,"волны
ростки",1
2311,становятся,3
2312,антеннами,1
2313,"знаменем
ростки",1
2314,подпольные,1
2315,сих,2
2316,"пор
















		",1
2317,носилках,2
2318,"везут
истекающее",1
2319,кровью,1
2320,"солнце
море",1
2321,становится,9
2322,"алым

разрешите",1
2323,посидим,1
2324,"камне
и",1
2325,"подождем
у",1
2326,лучшего,1
2327,"друга
трудная",1
2328,"операция

			о",1
2329,вы,23
2330,можете,1
2331,"беспокоиться
",1
2332,утром,2
2333,оно,12
2334,"непременно
",1
2335,поднимется,1
2336,"вам

мы",1
2337,знаем,4
2338,"верим
				и",1
2339,"всетаки…
разрешите",1
2340,"подождем


		",1
2341,"

бабка",1
2342,"вяжет
а",1
2343,"котенок
играя
разматывает",1
2344,"клубок
на",1
2345,"полу

разматываются",1
2346,лесные,1
2347,"тропы
застланные",1
2348,сосновыми,1
2349,"иглами
грибные",1
2350,"тропы
тихие",1
2351,муравьиные,1
2352,"тропы
тайные",1
2353,тропы,1
2354,"ежей
по",1
2355,"стволам
смолистым",1
2356,бревенчатым,1
2357,"стенам
молниями",1
2358,белки,1
2359,"снуют
и",1
2360,мальчик,2
2361,"девочкой
все",2
2362,"идут
взявшись",3
2363,"руки
как",1
2364,иначе,3
2365,"

			…котенок",1
2366,"вяжет
и",1
2367,белка,1
2368,"играет
и",2
2369,муравей,1
2370,"ежом
все",1
2371,"руки…

бабка",1
2372,"дремлет
и",1
2373,котенок,1
2374,"идут
все",1
2375,"руки

бабка",1
2376,очнется,1
2377,кричит,1
2378,им,7
2379,"вдогонку
дети
не",1
2380,заходите,1
2381,слишком,4
2382,"далеко


не",1
2383,"

",2
2384,веки,1
2385,"смыкаю
",1
2386,вижу,2
2387,"наяву
",1
2388,рассказал,1
2389,"пасечник
о",1
2390,двадцати,4
2391,"пяти
ульях
сгоревших",1
2392,"дотла
действительный",1
2393,"случай
действительно",1
2394,сгоревшие,1
2395,"ульи
это",1
2396,стихотворение,30
2397,стихотворении,35
2398,нужно,12
2399,чтобы,14
2400,"содержание
прояснилось",1
2401,жду,2
2402,проясняется,1
2403,"могу
это",1
2404,ищут,1
2405,"подтекст
глубинный",1
2406,смысл,4
2407,образы,1
2408,"
это",7
2409,раскаленные,1
2410,добела,1
2411,"грабли
испепеляющие",1
2412,"веюреск
это",1
2413,огненная,1
2414,пила,1
2415,разьяренными,1
2416,"зубьями
это",1
2417,искромсанные,1
2418,"соты
это",1
2419,мед,1
2420,"горит
это",1
2421,загорается,1
2422,"мед
это",1
2423,обезумевшие,1
2424,пчелы,1
2425,жалят,1
2426,"воздух
жалят",1
2427,воздух,1
2428,"погибают
это",1
2429,порхание,1
2430,серых,1
2431,бабочек,1
2432,"пепла

	с",1
2433,дальних,1
2434,лугов,1
2435,вернется,1
2436,"разведчик
	важную",1
2437,весть,1
2438,"танцевать
	что",1
2439,найдены,1
2440,небывалые,1
2441,"цветы
	это",1
2442,замешательстве,1
2443,"стою
	не",1
2444,зная,1
2445,станцевать,1
2446,"ему
	то",1
2447,"случилось
	и",1
2448,ответить,1
2449,"ему
	если",1
2450,"спросит
	почему




все",1
2451,думая,2
2452,юхане,1
2453,"лийве

1

или",1
2454,вовсе,5
2455,"

и",2
2456,"лишь
	падение
		хлопьев
			снега
				в",1
2457,"озеро
					таяние
						и",1
2458,медленное,1
2459,"
							оледенение",1
2460,"

некий",1
2461,"треск
за",1
2462,серыми,2
2463,решетками,1
2464,"осин
в",1
2465,"лесу
не",1
2466,выдержало,1
2467,"чтото
под",1
2468,морозным,1
2469,"небом

2

да",1
2470,"

был",1
2471,ого,1
2472,"петушок
стучит",1
2473,изнутри,2
2474,сердца,6
2475,"скорлупу
вот",1
2476,выпячивает,1
2477,грудь,1
2478,"
был",2
2479,такой,10
2480,"муж
телевышкой",1
2481,"болоте
горной",1
2482,вершиной,2
2483,"низинах

нет",1
2484,"это
во",1
2485,имя,5
2486,скучной,1
2487,самой,5
2488,будничной,1
2489,череды,1
2490,"
заклинаю",1
2491,этого,10
2492,мифа,2
2493,гордого,2
2494,"великого
ведь",1
2495,давайте,1
2496,создавать,2
2497,"себе
этот",1
2498,миф,1
2499,гордый,1
2500,"великий

ведь",1
2501,маленькое,1
2502,озябшее,1
2503,"озеро
ведь",1
2504,хлопьями,1
2505,валит,2
2506,"снег
маленькое",1
2507,озеро,3
2508,старающееся,1
2509,беречься,1
2510,ото,1
2511,"льда
беречь",1
2512,беречь,1
2513,вокруг,3
2514,"себя
беречь",1
2515,своем,4
2516,единственном,1
2517,"зеркале

мы",1
2518,едины,2
2519,лесу,2
2520,лес,2
2521,"озере
мы",1
2522,снегом,1
2523,снег,3
2524,"озером
и",1
2525,"все

и",1
2526,"треск
в",1
2527,озере,1
2528,сердцевина,1
2529,дерева,1
2530,крышка,1
2531,льда,1
2532,"

только",1
2533,"великого
здесь",1
2534,молчаливым,1
2535,потраурному,1
2536,"белым
морозным",1
2537,"небом




























юхан",1
2538,лийв,1
2539,1864,1
2540,1913,1
2541,крупнейший,1
2542,эстонский,1
2543,"поэт
		",1
2544,"

зимнее",1
2545,"мелькание
синих",1
2546,"холода
телеэкранов

в",1
2547,некой,3
2548,"стране
большоймаленькой
в",2
2549,неком,2
2550,"городе
большоммаленьком
на",1
2551,"окне
живет
цветок

что",1
2552,"поделаешь
сажа",1
2553,"труб
садится",1
2554,"тебе
на",1
2555,"глаза

летнее",1
2556,"гудение
захлопнувшихся
холодильников

в",1
2557,"городе
большоммаленьком
			на",1
2558,"окне
			живет
			цветок

здравствуй
я",1
2559,люблю,4
2560,"тебя



яан",1
2561,"каплинский


читая",1
2562,ду,2
2563,"фу

некогда",1
2564,очень,29
2565,"давно
я",1
2566,умел,2
2567,играть,2
2568,"свирели

весна",1
2569,"персики
изнемогали",1
2570,"цвету

я",1
2571,"свирели

я",1
2572,обрывок,1
2573,"мелодии
лепесток
и",1
2574,крик,1
2575,обезьян,1
2576,"рекой

ничего",1
2577,"более



















глаза

бабочка",1
2578,"улетела
за",1
2579,"реку
и",1
2580,"погибла

старик",1
2581,греб,1
2582,"ладье
увидел",1
2583,отражение,1
2584,"свое
и",1
2585,"сказал
это",1
2586,"жизнь

юноша",1
2587,девушкой,2
2588,"гребли
ничего",1
2589,"сказали
заглянули",1
2590,другу,3
2591,"глаза

тысячи",1
2592,"раз
они",1
2593,"видели
себя",1
2594,"жизнь
и",1
2595,белую,1
2596,"бабочку
в",1
2597,"полете
над",1
2598,темной,3
2599,"водой


из",1
2600,“песенки,1
2601,двух,10
2602,"осеней”


		",1
2603,"

облака",1
2604,"пели
и",3
2605,пела,2
2606,"звезда
с",1
2607,багрового,1
2608,берега,1
2609,"неба
над",1
2610,верхушками,1
2611,"елей

кузнечики",1
2612,лилась,1
2613,песнь,1
2614,облака,1
2615,"звезда
в",1
2616,нахлынувших,1
2617,"сумерках

мне",1
2618,почудилось,1
2619,слышу,1
2620,"любовь
и",1
2621,могла,1
2622,быть,16
2623,"она


		",1
2624,"

нет",1
2625,"сна
яблоки",1
2626,"падают
в",1
2627,нескошенную,1
2628,"траву


		",1
2629,"

озеро",1
2630,нежась,1
2631,"песках
не",1
2632,заметило,1
2633,удалились,1
2634,"голоса

“я",1
2635,останусь,1
2636,дела,2
2637,"нет
кто",1
2638,ради,1
2639,чего,6
2640,"идет
идущим",1
2641,несть,1
2642,"числа
останавливаются",1
2643,"считанные
остающихся",1
2644,"нет
если",1
2645,постелешь,1
2646,"дороге
ты",1
2647,будешь,1
2648,втоптан,1
2649,"пыль
подошвами",1
2650,завтрашних,1
2651,"путников”

так",1
2652,размышляла,1
2653,дорога,1
2654,"казаритса
		",1
2655,"

колышусь",1
2656,спелым,1
2657,"ячменем
боюсь
но",1
2658,всетаки,4
2659,"жду


		",1
2660,камне,1
2661,"дороге
не",1
2662,осталось,1
2663,"вчерашнего
лишь",1
2664,утомленных,1
2665,"кленах
остались",1
2666,следы,1
2667,"вчерашнего
золотые",1
2668,багровые,1
2669,"следы
на",1
2670,кленах,1
2671,"людях


		",1
2672,"

помнит",1
2673,"ли
яблоко
ту",1
2674,яблоню,1
2675,"















		",1
2676,"

времена",1
2677,"надвигаются
подобно",1
2678,пескам,1
2679,"скалы
поют",1
2680,хвалу,1
2681,заре,1
2682,"ящерицы
ныряют",1
2683,дюнах,1
2684,"облака
убегают",1
2685,вдаль,1
2686,земля,1
2687,остается,3
2688,"небом
наедине",1
2689,"начале

стены",1
2690,разваливаются,1
2691,набегающих,1
2692,ветров,1
2693,"берегов



		",1
2694,"

белый",1
2695,клевер,2
2696,"знает
во",1
2697,"спрашивают
я",1
2698,скажу,1
2699,белого,1
2700,"клевера

остались",1
2701,кости,1
2702,оловянные,1
2703,"кресты
время",1
2704,стирает,1
2705,соснах,1
2706,"кресты
белый",1
2707,"клевер

стебелек",1
2708,трилистник,1
2709,сын,2
2710,святой,1
2711,"дух
сыпучие",1
2712,иглы,1
2713,ветер,1
2714,треплет,1
2715,"кору
алое",1
2716,вопрос,4
2717,зеленое,1
2718,"ответ



		",1
2719,"

зря",1
2720,"старался
внушить",2
2721,"себе
закрыв",1
2722,"глаза
что",1
2723,стоишь,1
2724,"лесу
а",1
2725,32м,1
2726,"автобусе
трясущемся",1
2727,мост,1
2728,"выйду
накрепко",1
2729,стиснутый,1
2730,"там
вместе",1
2731,другими,2
2732,жителями,1
2733,"заречья
из",1
2734,"коекто
наверное",1
2735,тоже,12
2736,"себе
что",1
2737,ствол,1
2738,"дерева
или",1
2739,мешок,1
2740,наполненный,1
2741,"горохом



		",1
2742,взглянул,3
2743,окно,4
2744,"солнца
в",1
2745,окне,1
2746,дремала,1
2747,рыжая,1
2748,"кошка

я",1
2749,"солнца
руки",1
2750,золотились,1
2751,пыльцы,1
2752,"бабочек

я",1
2753,хотел,4
2754,взглянуть,1
2755,глаза,6
2756,"солнца
а",1
2757,"очках


		",1
2758,"

под",1
2759,голубыми,2
2760,"звездами
медленно",1
2761,стынет,1
2762,старая,1
2763,"баня

субботняя",1
2764,"ночь
лунным",1
2765,светом,1
2766,залита,1
2767,"оледеневшая
метла",1
2768,"крыльца



		",1
2769,"

вечером",1
2770,"темнеет
детей",1
2771,приводят,1
2772,домой,2
2773,"садика

мир",1
2774,невиданно,1
2775,разросся,1
2776,"города
здания",1
2777,автомобили,2
2778,такие,9
2779,громадные,1
2780,такое,5
2781,"множество
а",1
2782,махонькие,1
2783,"прежде
на",1
2784,поле,3
2785,люльке,1
2786,платке,1
2787,спине,1
2788,"мамы
когда",1
2789,вещи,2
2790,"вырастали
выше",1
2791,голов,1
2792,"людей
дети",1
2793,огненной,1
2794,земли,1
2795,утлых,1
2796,лодчонках,1
2797,студеном,1
2798,"море
дети",1
2799,варшавы,1
2800,идущие,1
2801,газовые,1
2802,"камеры
дети",1
2803,тарту,2
2804,завьюженных,1
2805,"улицах
мне",1
2806,"махонькие
в",1
2807,вырастает,1
2808,быстрее,1
2809,спрашиваете,1
2810,"я
должны",1
2811,отвечать,1
2812,простите,1
2813,солжем,1
2814,"хотя
нам",1
2815,лгали,1
2816,начинается,2
2817,"
с",2
2818,начала,4
2819,махонькое,1
2820,хрупкое,2
2821,ездят,1
2822,"
громадные",1
2823,тяжелые,1
2824,парни,1
2825,кулаками,1
2826,дробят,1
2827,"
друг",1
2828,зубы,1
2829,"самолеты
на",1
2830,небе,1
2831,ночь,4
2832,сна,1
2833,покоя,1
2834,завьженная,1
2835,вопросов,1
2836,"
ночь",1
2837,зимним,1
2838,днем,1
2839,"солнцеворота



		",1
2840,долго,4
2841,"ключ
упавший",1
2842,"снег
солнце",1
2843,"зашло



		",1
2844,"

идешь",1
2845,"портфеле
медленно",1
2846,"стынет
буханка",1
2847,черного,2
2848,"хлеба



		",1
2849,"

восемьдесят",1
2850,лет,13
2851,работал,5
2852,профессор,5
2853,"судзуки
он",1
2854,встал,2
2855,ушел,2
2856,бумага,1
2857,"книги
остались",1
2858,первоначальной,1
2859,"белизны



		",1
2860,"

сын",1
2861,открывает,5
2862,"глаза
улыбается
и",1
2863,вновь,3
2864,"засыпает

улыбка",1
2865,"луч
может",1
2866,"разом
преобразить
весь",1
2867,"мир

иногда",1
2868,"бесповоротно
насовсем


вийви",1
2869,"луйк


		",1
2870,"

милый",1
2871,была,11
2872,"невнимательна
вчера
выпал",1
2873,"снег
чайки",1
2874,"зябли
чибис",1
2875,чуть,8
2876,"погиб

милый",1
2877,"невнимательна
сегодня
я",1
2878,"увлеклась
желтой",1
2879,"бабочкой
в",1
2880,королевском,1
2881,"саду



		",1
2882,"

продавец",1
2883,"песен
много",1
2884,звонких,1
2885,"монет
сулит",1
2886,снегопад,1
2887,"



		",3
2888,"

подул",1
2889,"ветерок
из",1
2890,"разве
этого",1
2891,мало,12
2892,"
		",1
2893,"шмель

гляди",1
2894,"побывал
в",1
2895,каждом,1
2896,львиного,1
2897,"зева

его",1
2898,голос,5
2899,"меди
из",1
2900,позеленевшей,1
2901,"меди

не",1
2902,тронь,1
2903,"его
он",1
2904,свой,8
2905,"

удивительную",1
2906,"обитель
из",1
2907,меда,1
2908,"мха



		",1
2909,"знаешь
тишина",1
2910,"снега
любит",1
2911,"меня
говори",1
2912,"мной
на",1
2913,"языке
идущих",1
2914,снежинок,1
2915,"


джонни",1
2916,б,3
2917,"изотамм


	я

я",1
2918,джонни,1
2919,"б

вчера",1
2920,бившийся,1
2921,лбом,1
2922,об,9
2923,"стену
брови",1
2924,расквасивший,1
2925,"крови

сегодня",1
2926,прохлаждающийся,1
2927,тени,3
2928,"стены
спину",1
2929,почесывающий,1
2930,"нее

завтра",1
2931,восседающий,1
2932,"верхотуре
важный",1
2933,отвратительный,1
2934,"жирный






				",1
2935,тоомас,1
2936,"лийв



		так",1
2937,уж,3
2938,ей,8
2939,"захотелось

однажды",1
2940,давнымдавно,1
2941,жилабыла,1
2942,"принцесса
которая",1
2943,любила,1
2944,знала,2
2945,"что
все",1
2946,принцессы,1
2947,которые,12
2948,едят,1
2949,"много
снега",1
2950,когданибудь,1
2951,сами,4
2952,превращаются,1
2953,"в

снег",1
2954,захотелось,2
2955,прекрасный,1
2956,"день
",1
2957,превратилась,1
2958,"снег
и",1
2959,весной,1
2960,растаяла,1
2961,всегда,18
2962,"никто
не",1
2963,искать,1
2964,принцессу,1
2965,"глядя

на",1
2966,бегущие,1
2967,воды,2
2968,вспоминаешь,1
2969,"ты
ту",1
2970,странную,1
2971,"принцессу


энн",1
2972,"ветемаа


		",1
2973,"

маленькая",1
2974,бедная,2
2975,"бесконечность
я",1
2976,"знаю
о",1
2977,"тоскуешь
озябнув
гдето",1
2978,"там
за",1
2979,краем,1
2980,"галактики

ванильным",1
2981,"крендельком
в",1
2982,"руке
у",1
2983,вихрастого,1
2984,"мальчугана
тебе",1
2985,хочется,2
2986,"стать



		",1
2987,"

одиноко",1
2988,"прильнуть
к",1
2989,теплой,2
2990,таинственной,1
2991,"печи
которая",1
2992,"комнате
дышит",1
2993,ласково,1
2994,"странно
	печь",1
2995,"мамы
печь",1
2996,"мама
печи",1
2997,немножечко,2
2998,"мамы
мамы",1
2999,"печи
и",1
3000,вернуться,2
3001,"ним

в",1
3002,"комнате
у",1
3003,"печи
мы",1
3004,думаем,2
3005,прекрасные,1
3006,печальные,1
3007,детские,1
3008,"думы
о",1
3009,птицах,1
3010,холодном,1
3011,ночном,1
3012,"небе
темносинем",1
3013,бескрайнем,1
3014,"небе
над",1
3015,высокими,2
3016,"трубами
у",1
3017,этих,5
3018,птиц,1
3019,посиневшие,1
3020,"пальцы
холодные",1
3021,"печальные
о",1
3022,бедные,2
3023,печи,1
3024,"
о",1
3025,беспечные,1
3026,"

матс",1
3027,"траат


из",1
3028,“харалаские,1
3029,"жизнеописания”

вивика

меня",1
3030,ждали,1
3031,"осенью
но",1
3032,немецкий,2
3033,"солдат
ногой",1
3034,ударил,1
3035,"маму
и",1
3036,рванулась,1
3037,увидеть,6
3038,"свет
даже",1
3039,дали,3
3040,"мне
а",1
3041,положили,1
3042,"сразу
в",1
3043,сырую,1
3044,мрачную,1
3045,"люльку
ветры",1
3046,"знаете
как",1
3047,пахнет,1
3048,"клевер
как",1
3049,вечерами,1
3050,качели,1
3051,"скрипят
ветры",1
3052,"знаете…



		учебник

возьмите",1
3053,шпиль,1
3054,"церкви
залитые",1
3055,каменистые,1
3056,"поля
березовые",1
3057,ивовые,1
3058,ветви,1
3059,"розги
несколько",1
3060,угасающих,1
3061,"слов
алую",1
3062,полоску,1
3063,"зари
и",1
3064,бесконечно,2
3065,рук,1
3066,"
получите",1
3067,"историю



		зимнее",1
3068,воспоминание,3
3069,"лете

день",1
3070,должно,2
3071,мраморный,2
3072,"цветок
или",1
3073,умалишенный,1
3074,полосатой,1
3075,рубахе,1
3076,травы,2
3077,"солнца
не",1
3078,доказать,1
3079,того,15
3080,другого,1
3081,молчу,1
3082,"потому
заря",1
3083,прикасается,1
3084,пальцами,1
3085,ко,6
3086,лбу,1
3087,гребнем,1
3088,"света
расчесывает",1
3089,вихры,1
3090,пока,5
3091,"встаю
вниз",1
3092,лестнице,1
3093,городу,1
3094,кличет,1
3095,день,9
3096,"меня
будь",1
3097,цветок,1
3098,сорвал,1
3099,"его
и",1
3100,подарил,1
3101,каменный,1
3102,"цветок
прекрасной",1
3103,продавщице,1
3104,"воды
а",1
3105,нахлынувший,1
3106,"неуловимый



		сказка

однажды",1
3107,придуманном,1
3108,"домике
жила",1
3109,придуманная,2
3110,"девушка
варила",1
3111,придуманные,3
3112,"кушанья
вязала",1
3113,"варежки
напевала",1
3114,"песенки
своему",1
3115,придуманному,1
3116,"милому
пока",1
3117,придуманный,1
3118,"юноша
не",1
3119,пал,1
3120,придуманной,1
3121,"войне
тогда",1
3122,"девушка
выплакала",1
3123,настоящие,2
3124,"глаза
и",1
3125,дело,4
3126,"концом



застенчивость

о",1
3127,"скотине
о",1
3128,ломоте,1
3129,костях,1
3130,"
старухи",1
3131,судачят,1
3132,"уныло
все",1
3133,"напролет
птица",1
3134,"плачет
в",1
3135,кровати,1
3136,"воспоминаний
канул",1
3137,сеновал,1
3138,"девичества
папортник",1
3139,"расцвел
землистое",1
3140,озабоченное,1
3141,"пламя
в",1
3142,тлеет,1
3143,"ждет
дети",1
3144,узнают,1
3145,"нем
когда",1
3146,"кидают
горсть",1
3147,"земли
на",1
3148,"гроб



заботы",1
3149,"путника

в",1
3150,каждый,6
3151,миг,5
3152,стоим,1
3153,развилки,1
3154,"дорог
дороги",1
3155,ведут,1
3156,либо,1
